動作名稱,器材,重點部位,準備工作,動作要領,關鍵提示
側棒式,無器材,腹部,Lie flat on one side with legs extended and your forearm on the floor. Position your elbow directly under your shoulder. Keep the other arm straight by your side.,"
1. Squeeze your obliques to raise your hips upward.
2. Keep this position as long as you can.
3. Relax and switch to the other side and repeat the same repetitions.
","
1. Keep your head, torso and thighs in a straight line.
2. Keep a braced core during the exercise.
3. Do not put the body weight on your shoulder.
"
側弓箭步,無器材,"腿部：股四頭肌, 腿部：臀肌",Stand with feet shoulder width apart and toes pointing outwards. Bring your hands together in front of your chest.,"
1. Inhale and step one leg to the side and bend at the knee until the thigh is parallel with the floor.
2. Keep the opposite leg in place and straight.
3. Exhale and return to the starting position.
4. Switch to the other side and repeat the same repetitions.
","
1. Do not let your knee go over your toes.
2. To avoid damage to knees, control your body movement while lowering.
3. Keep a braced core during the exercise."
側平舉,無器材,肩膀,Stand with feet shoulder width apart and knees bent. Lean over slightly and push your hips backwards with arms extended down and palms facing backwards.,"
1. Exhale and squeeze your shoulders to raise your arms to the sides until they are parallel to the floor.
2. Pause for a few seconds, inhale and return to the starting position slowly and repeat.
","
1. Do not shrug your shoulders when raising arms up.
2. Keep your elbows slightly bent throughout the movement.
3. Keep a straight back and braced core during the exercise."
背部伸展,無器材,背部：下背部,Lie prone on the machine with your thighs and heels against the pads. Keep your body in a straight line and cross your arms in front of your chest.,"
1. Inhale and lower your upper body as far as you can.
2. Exhale and lift your upper body to the preparation position and repeat.
","
1. Do not jerk or bounce.
2. Keep a straight back and braced core during the exercise."
波比跳,無器材,全身,"Stand with your feet shoulder width apart and your arms by your sides. Push your hips backward, bend over and lower your body into a squat position.","
1. Lower your torso to touch the floor with your palms and bounce your feet backward into a push-up position.
2. Bring knees to the chest and jump your feet forward to the starting position.
3. Stand and jump quickly into the air and reach arms over your head.
4. Land and bend knees to get into the starting position and repeat.
","
1. Do not lift your chest first and leave the hips on the ground when you bring knees to the chest.
2. Keep your body straight from head to toe when in a push-up position.
3. To add difficulty, you can do the exercise with weights."
棒式,無器材,腹部,"Lie prone with your elbows directly under your shoulders, legs extended and toes on the floor.","
1. Push your body up with toes and forearms on the floor.
2. Keep this position as long as you can.
","
1. Keep your head, torso and thighs in a straight line.
2. Keep a braced core during the exercise.
3. Keep your shoulders down and do not put the body weight on your shoulders."
板凳跳,無器材,"腿部：股四頭肌, 腿部：臀肌",Place a bench in front of you and stand with feet shoulder width apart. Bend a little at the knees. Swing your arms straight behind you.,"
1. Drive through heels, knees and hips to jump onto the bench.
2. Swing your arms forward and bent.
3. Land on the bench with knees bent as softly as possible.
4. Jump back down with knees bent to the starting position and repeat.
","
1. To avoid joint injuries, keep your knees bent and tiptoes be in the same direction with them.
2. Keep a straight back and braced core during the exercise.
3. Ensure the bench is steady for security.
4. Lower the height of the bench if you land in a deep squat rather than a quarter squat."
板凳深蹲,無器材,"腿部：股四頭肌, 腿部：臀肌",Place a bench behind you. Stand with feet shoulder width apart. Clasp your hands in front of your chest.,1.Squat down until your buttocks touch the bench.2.Push through your heels and midfoot into the floor to the starting position slowly and repeat.,"
1. Do not bounce on the bench to assist the movement.
2. Do not lock out your knees at the top.
3. Keep your eyes looking forward throughout the movement.
4. Keep a straight back and braced core during the exercise.
5. Keep your glutes, quadriceps and hamstrings engaged."
板凳單腳深蹲,無器材,"腿部：股四頭肌, 腿部：臀肌",Place a bench behind you. Stand with your one foot lifted off the ground. Keep your arms straight and parallel to the floor in front of your body.,1.Bend the knee of the standing leg until your buttocks touch the bench.2.Push through the heel and midfoot into the floor to the starting position slowly and switch to the other side and repeat the same repetitions.,"
1. Do not bounce on the bench to assist the movement.
2. Do not lock out your knees at the top.
3. Keep your arms still and the opposite leg lifted.
4. Keep a straight back and braced core during the exercise.
5. Keep your glutes, quadriceps and hamstrings engaged."
板凳上蝦型伏地挺身,無器材,"手臂：肱三頭肌, 肩膀",Rest your feet on a bench and hands on the floor. Bend your hips and form a pike shape with your body. Stretch your arms and legs.,"1. Inhale and bend the elbows to lower your body down until your head nearly touches the ground.
2. Exhale and return to the starting position and repeat.","1.Do not fully extend your arms.
2. Keep a straight back and braced core during the exercise."
板凳上三頭肌撐體,無器材,"手臂：肱三頭肌, 胸部","Put a bench behind your back and grip the edge next to your hips with your torso upright.
Stretch your arms with fingers facing forward and elbows tight.","1.Bend your elbows to lower yourself until your upper arms are parallel to the floor, keeping your body erect.
2. Pause for a few seconds and push yourself up to the starting position slowly and repeat.","1. Keep your torso upright and legs extended.
2. To increase difficulty, put your legs on another bench in front of you.
3. Keep a straight back during the exercise."
暴力上槓,無器材,"手臂：肱三頭肌, 手臂：肱二頭肌, 肩膀, 背部：斜方肌, 背部：背部","Hold the bar with palms facing forward, hands shoulder width apart and arms close to your ears. Extend your arms and bend your knees slightly.","I.  Exhale and bend your elbows to raise your body up until your chin is aligned with the bar.
2.  Roll your chest forward over the bar and press your hands down until your arms are fully extended to stabilize yourself in a dip.
3.  Pause for a few seconds and squeeze your back.
4.  Inhale and lower your body back slowly to the starting position and repeat.","1.Contract your shoulder blades to reduce the stress on the shoulder joints.
2. Change your palms from facing forward into downward when press your hands down.
3. To add difficulty, use ankle weights.
4. Keep a straight back and braced core during the exercise."
保加利亞分腿蹲,無器材,"腿部：股四頭肌, 腿部：腿後肌群, 腿部：臀肌",Extend one leg behind you and place the top of your foot on a bench behind you. Extend your arms and place your hands by your sides.,"
1. ﻿﻿Inhale and slowly bend yourself down by bending the working knee until the thigh on the same side is parallel to the floor.
2. ﻿﻿Exhale and raise your body back up by pushing through your heel in a controlled manner.
3. ﻿﻿Return to the starting position and repeat.
4. ﻿﻿Switch to the other side and repeat the same repetitions.
","
1. ﻿﻿Do not lean forward as you come down.
2. ﻿﻿Do not let your front knee go over your toes.
3. ﻿﻿Do not lock out your knees while driving up.
4. ﻿﻿Keep a straight back and braced core during the exercise.
完成"
俯臥屈腿。啞鈴,"啞鈴, 平板椅","腿部：小腿肌, 腿部：腿後肌群","Lie face down ona bench with arms crossed in front of you and hold a
dumbbell tightly with your feet.","1.Squeeze your hamstrings to curl your legs up and raise your heels
toward your hips, keeping your thighs and hips on the bench.
2.Hold for a few seconds at the top position.
3.Return to the starting position and repeat.",1.Do not lock out your knees at the bottom.
分腿蹲。啞鈴,啞鈴,"腿部：股四頭肌, 腿部：腿後肌群, 腿部：臀肌",Stand and takeastep forward with one foot. Hold one dumbbell in each hand with arms extended by your sides.,"1.Inhale and lower the behind knee almost down on the floor and bend
the front knee until the thigh is parallel to the floor.
2.Exhale and return to the starting position and repeat.
3.Switch to the other side and repeat the same repetitions.","1.Do not let your front knee go over your toes.
2.Do not let your back knee touch the floor.
3.Keep a straight back and braced core during the exercise."
俯身划船。啞鈴,"啞鈴, 平板椅","肩膀, 背部：斜方肌","Put one leg and one arm of the same side on the bench to support you.
Bend over to hold the dumbbell in the free hand with your arm extended.","1.Exhale and bend your elbow to lift the dumbbell to your side until the upper arm is parallel to the ftoor.
2.Squeeze your shoulder blades at the top for a few seconds. Inhale
and return to the starting position slowly and repeat.
3.Switch to the other side and repeat the same repetitions.","1.Move the dumbbell vertically.
2.Keep a straight back during the exercise."
俄羅斯轉體。啞鈴,啞鈴,腹部,Sit on the floor and lean slightly backward with your knees bent and feet secured under the pads. Hold a dumbbell with both hands over your chest.,"1.Exhale and squeeze your obliques to twist your torso to one side.
2.Twist your torso back to the starting position.
3.Complete alternating between left and right.","1.Do not Use hands or arms to assist the movement.
2.Keep your legs stationary throughout the movement.
3.Keep a straight back and braced core during the exercise."
伏地挺身划船。啞鈴,啞鈴,"手臂：肱三頭肌, 肩膀, 背部：背部, 胸部",1.Lie prone on the foor with legs extended. Hold two dumbbells with both hands shoulder width apart. Form a straight line from head to toe.,"1.Inhale and bend the elbows to lower your body down until your chest clmost touches the floor.
2.Exhale and raise your body.
3.Squeeze your back and bend your elbow to lift one dumbbell up, then ower it and lift the other one.
4.Return to the starting position and repeat.","1.Do not fully extend your arms.
2.Keep a straight back and braced core during the exercise.
3.Do not let your chest touch the floor."
單臂划船。啞鈴,啞鈴,"手臂：肱二頭肌, 肩膀, 背部：背部, 腹部","Lie prone on the floor with feet together and arms extended. Hold two
dumbbells with both hands shoulder width apart. Form a straight line
from head to toe.","1.Squeeze your back and bend your elbow to lift one dumbbell up while pushing the other into the floor.
2.Pause for a few seconds and lower it, back to the starting position and repeat.
3. Switch to the other side and repeat the same repetitions.","1.Do not fully extend your arms.
2.Keep a straight back and braced core during the exercise.
3.Do not let your chest touch the floor."
單手俯身划船。啞鈴,"啞鈴, 平板椅","手臂：肱二頭肌, 肩膀, 背部：斜方肌, 背部：背部","Place one foot on the floor with the opposite hand and leg on the bench.
Bend over to hold a dumbbell with your free hand and extend the arm.","1.Squeeze your lats and bend the elbow to pull the dumbbell toward
your rib cage.
2.Lower the dumbbell slowly until your arm is fully extended again and
switch to the other side and repeat the same repetitions.","1.Keep your knees slightly bent throughout the movement.
2.Keep a straight back and braced core during the exercise."
二頭肌屈臂。啞鈴,啞鈴,"手臂：前臂, 手臂：肱二頭肌",Stand with feet shoulder width apart. Hold a dumbbell in each hand in an underhand grip with arms extended at your sides and elbows tucked to your sides.,"1.Curl the dumbbells up until your forearms touch your chest.
2.Pause for a few seconds and squeeze your biceps.
3.Lower the dumbbells to the starting position and repeat.","1.Keep your chest up and eyes looking forward throughout the movement.
2.Keep a straight back and braced core during the exercise."
側弓箭步。啞鈴,啞鈴,"腿部：股四頭肌, 腿部：腿後肌群, 腿部：臀肌","Stand with feet shoulder width apart. Hold a dumbbell in both hands in
front of your chest.","1.Inhale and step one leg to the side and bend at the knee until the
thigh is parallel with the floor.
2.Keep the opposite leg in place and straight.
3.Exhale and return to the starting position.
4.Switch to the other side and repeat the same repetitions.","1.Do not let your knee go over your toes.
2.To avoid damage to knees, control your body movement while
lowering.
3.Keep a braced core during the exercise."
單腳硬舉。啞鈴,啞鈴,"背部：下背部, 腿部：股四頭肌, 腿部：腿後肌群, 腿部：臀肌","Stand with one foot slightly off the floor. Stretch your arms and hold a
dumbbell in each hand in an overhand grip in front of your thighs.","1.Lift the raised leg behind you and lower your torso and arms.
2.Pause until your torso and the lifted leg are parallel with the floor.
3.Return to the starting position and repeat.
4.Switch to the other side and repeat the same repetitions.","1.Move the dumbbells vertically.
2.Do not let the raised leg touch the fłoor.
3.Brace the abs to support your straight back throughout the
movement.
4.Keep the still knee slightly bent throughout the movement."
登階。啞鈴,"啞鈴, 平板椅","腿部：股四頭肌, 腿部：腿後肌群, 腿部：臀肌","Stand in front of a bench. Hold one dumbbell in each hand with palms
facing each other and arms straight beside your body.","1.Put one foot on the bench.
2.Inhale and drive through the front heel and midfoot to bring the leg behind onto the bench and stand up straight with legs together.
3.Exhale and return to the starting position and repeat.
4.Switch to the other side and repeat the same repetitions.","1.Do not Use the leg on the floor to assist the upward movement.
2.Keep a straight back and braced core during the exercise."
錘式彎舉。啞鈴,啞鈴,"手臂：前臂, 手臂：肱二頭肌","Stand with feet shoulder width apart. Hold a dumbbell in each hand in
front of your thighs with palms facing each other. Extend arms tucked to
your sides.","1.Squeeze your biceps to bend your elbows and curl the dumbbells up
to your chest.
2.Return to the starting position slowly and repeat.","1.Keep a straight back and braced core during the exercise.
2.Keep your elbows still to your sides throughout the movement."
側平舉。啞鈴,啞鈴,肩膀,"Stand with feet shoulder width apart. Hold a dumbbell in each hand in a
neutral grip next to your thighs.","1.Exhale and squeeze your shoulders to raise your arms to the sides
until they are parallel to the ffoor.
2.Pause fora few seconds, inhale and return to the starting position
slowly and repeat.","1.Do not shrug your shoulders when raising arms up.
2.Keep your elbows slightly bent throughout the movement.
3.Keep a straight back and braced core during the exercise."
傳教士彎舉。啞鈴,"傳教士板凳, 啞鈴","手臂：前臂, 手臂：肱二頭肌","Sit on a bench with feet on the floor. Hold a dumbbell using one hand in
an underhand grip with the arm extended against the pad.","1.Exhale, squeeze your biceps and bend your elbow to bring the
dumbbell close to your shoulder.
2.Pause for a few seconds, inhale and return to the starting position
slowly and repeat.
3.Switch to the other side and repeat the same repetitions.","1.Do not lock out your elbows during the exercise.
2.Keep your back straight and upper arms still during the exercise."
板凳飛鳥。啞鈴,"啞鈴, 平板椅","手臂：肱二頭肌, 肩膀, 胸部",Lie on a bench with feet on the floor. Hold a dumbbell in each hand in a neutral grip andextend your arms to the sides.,"1.Exhale and pull the dumbbells up in an arc motion in front of your
chest.
2.Squeeze your chest and hold for a few seconds.
3.Inhale, return to the starting position and repeat.","1.Do not use your biceps at the top position.
2.Keep your elbows slightly bent throughout the movement.
3.Keep a straight back during the exercise."
板凳深蹲啞鈴。啞鈴,"啞鈴, 平板椅","腿部：股四頭肌, 腿部：臀肌","Place a bench behind you and standing with feet shoulder width apart.
Hold a dumbbell in each hand in a neutral grip with arms extended at
your sides.","1.Squat down until your buttocks touch the bench.
2.Push through your heels and midfoot into the floor to the starting
position slowly and repeat.","1.Do not bounce on the bench to assist the movement.
2.Do not lock out your knees at the top.
3.Keep your eyes looking forward throughout the movement.
4.Keep a straight back and braced core during the exercise.
5.Keep your glutes, quadriceps and hamstrings engaged."
板凳臥推(窄距)。啞鈴,"啞鈴, 平板椅","手臂：肱三頭肌, 肩膀, 胸部","Lie on a bench with feet on the floor. Hold a dumbbell in each hand in a
close neutral grip at the height of the chest with arms bent.","1.Exhale and squeeze your chest to push the dumbbells up to extend
your arms straight.
2.Inhale and slowly lower your dumbbells to the starting position and repeat.","1.Do not lock out your elbows at the top.
2.Keep a straight back and braced core during the exercise."
板凳臥推。啞鈴,"啞鈴, 平板椅","手臂：肱三頭肌, 肩膀, 胸部","Lie on a bench with feet on the floor. Holda dumbbell in each hand with
elbows bent and palms facing forward on each side of your chest.","1.Exhale and squeeze your chest to push the dumbbells up to extend
your arms straight.
2.Inhale and slowly lower dumbbells to the starting position and repeat.","1.Do not lock out your elbows at the top.
2.Keep a straight back and braced core during the exercise."
保加利亞分腿蹲。啞鈴,"啞鈴, 平板椅","腿部：股四頭肌, 腿部：腿後肌群, 腿部：臀肌",Extend one leg behind you and place the top of your foot on a benchc behind you. Hold a dumbbell in each hand.,"1.Inhale and slowly bend yourself down by bending the working knee
until the thigh on the same side is parallel to the floor.
2.Exhale and raise your body back up by pushing through your heel in a Controlled manner.
3. Return to the starting position and repeat.
4. Switch to the other side and repeat the same repetitions.","1.Do not lean forward as you come down.
2.Do not let your front knee go over your toes.
3.Do not lock out your knees while driving up.
4.Keep a straight back and braced core during the exercise."
阿諾推舉。啞鈴,"啞鈴, 平板椅","手臂：肱三頭肌, 肩膀",Sit on a bench with feet on the floor. Hold a dumbbell in each hand with elbows bent at around 45 degrees at your sides and palms facing your body.,"1.Rotate your hands until your palms are facing forward and squeeze your shoulders to press the dumbbells vertically until your arms are straight overhead.
2. Pause for a few seconds, slowly lower your arms and rotate hands
back to the starting position and repeat.","1.Do not lock out your elbows at the top.
2.Do not rest dumbbells on your shoulders.
3. Keepa straight back and braced core during the exercise."
板凳握推-史密斯架,"史密斯架, 平板椅","手臂：肱三頭肌, 肩膀, 胸部",Lie on the bench under the machine with feet on the floor. Hold the bar over your chest in a shoulder width grip with arms bent and palms facing forward.,"
1 Exhale and squeeze your chest to push the bar up to extend your arms straight.","1 Do not lock out your elbows at the top.2 Keep a straight back and braced core during the exercise.


"
板凳臥推 (寬距)-史密斯架,"史密斯架, 平板椅","手臂：肱三頭肌, 肩膀, 胸部",Lie on the bench under the machine with feet on the foor. Hold the barbell above your chest in a wide grip with palms facing forward.,"1 Exhale and squeeze your chest to push the bar up to extend your arms straight.2Inhale and slowly lower your bar to the starting position and repeat.

","1 Do not lock out your elbows at the top.2 Keep a straight back and braced core during the exercise.

"
側向登階-史密斯架,"史密斯架, 平板椅","腿部：股四頭肌, 腿部：腿後肌群, 腿部：臀肌",Stand beside the bench in the machine. Hold the bar across your shoulders in a wide grip with palms facing forward.,"1 Put one foot on the bench.2 Inhale and drive through the front heel and midfoot to bring the leg behind onto the bench and stand up straight with legs together.3 Exhale and return to the starting position and repeat.4 Switch to the other side and repeat the same repetitions.

","1 Do not use the leg on the floor to assist the upward movement.2 Keep a straight back and braced core during the exercise.

"
二頭肌屈臂-史密斯架,史密斯架,"手臂：前臂, 手臂：肱二頭肌",Stand in the machine with feet shoulder width apart. Hold the bar in a shoulder width underhand grip with elbows tucked to your sides.,"1 Curl the bar up until your forearms touch your chest.2Pause for a few seconds and squeeze your biceps.3 Lower the bar to the starting position and repeat.

","1 Keep your chest up and eyes looking forward throughout the movement.2 Keep a straight back and braced core during the exercise.

"
俯身划船-史密斯架,史密斯架,"肩膀, 背部：斜方肌","Stand in the machine with feet shoulder width apart. Slightly bend at the hips and knees.Hold the bar next to your thighs in an overhand grip.

","Exhale and bend your elbows to lift the bar as high as possible.2Squeeze your shoulder blades at the top for a few seconds. Inhale and return to the starting position slowly and repeat.

","1 Move the bar vertically.2 Keep a straight back during the exercise.

"
分腿蹲-史密斯架,史密斯架,"腿部：股四頭肌, 腿部：腿後肌群, 腿部：臀肌",Stand under the machine and take a step forward with one foot. Hold the bar on the back of your shoulders with palms facing forward.,"1 Inhale and lower the behind knee almost down on the floor and bend the front knee until the thigh is parallel to the floor.2Exhale and return to the starting position and repeat.Switch to the other side and repeat the same repetitions.

","1 Do not let your front knee go over your toes.2 Do not let your back knee touch the floor.3 Keep a straight back and braced core during the exercise.

"
反向弓箭步-史密斯架,"史密斯架, 踏板","腿部：股四頭肌, 腿部：腿後肌群, 腿部：臀肌","Stand with feet together on the platform.Hold the bar on the back of your shoulders in a wide grip with palms facing forward.

","Stand with feet together on the platform.Hold the bar on the back of your shoulders in a wide grip with palms facing forward.

","1 Do not let your front knee go over your toes.2 Do not let your back knee touch the floor.3 Keep a straight back and braced core during the exercise.

"
負重躬身-史密斯架,史密斯架,"背部：下背部, 腿部：腿後肌群, 腿部：臀肌",Stand in the machine with feet shoulder width apart. Place the bar across your shoulders and hold it with palms facing forward.,"1 Hinge forwards from your hips and slightly bend in your knees until your upper body is parallel to the floor. Feel the stretch in your lower back and hamstrings.2Return to the starting position and repeat.

","1 Keep your head, spine and neck in line throughout the movement.2 Keep a braced core during the exercise.

"
前蹲-史密斯架,史密斯架,"腿部：股四頭肌, 腿部：臀肌",Stand with feet shoulder width apart. Position the bar across your front deltoids and hold it with your arms crossed horizontally.,"Inhale and squat down until your thighs are parallel to the floor.  2 Hold for a few seconds to feel the contraction.  3Exhale, drive through the heels and midfoot to the starting position slowly and repeat.

","Keep the tiptoes in the same direction as your knees.2 Do not let your knees go over your toes.3 Do not lock out your knees at the top.4 Keep your glutes, quadriceps and hamstrings engaged.

"
屈體划船-史密斯架,史密斯架,"手臂：肱二頭肌, 肩膀, 背部：斜方肌, 背部：背部",Stand before the machine with your feet shoulder width apart and bend over. Hold the bar by both hands with an overhand grip.,"1 Exhale and squeeze your lats muscle to lift the bar toward your rib cage.2 Pause for a few seconds, inhale, lower the bar to the starting point slowly and repeat.

","1 Keep your knees slightly bent throughout the movement.2 Keep a straight back and braced core during the exercise.

"
上斜板凳臥推-史密斯架,"上斜板凳, 史密斯架","手臂：肱三頭肌, 肩膀, 胸部",Lie on the bench under the machine with feet on the floor. Hold the the bar above your chest in a shoulder width grip with arms bent and palms facing forward.,"1 Exhale and squeeze your chest to push the bar up to extend your arms straight.2Inhale and slowly lower your bar to the starting position and repeat.

","1 Do not lock out your elbows at the top.2 Keep a straight back and braced core during the exercise.

"
上舉-史密斯架,史密斯架,肩膀,Stand in the machine with feet shoulder width apart. Hold the barbell in front of your shoulders with hands slightly wider than shoulder width apart and palms facing forward.,"1 Exhale and squeeze your shoulders to lift the bar vertically until your arms are straight overhead.2Pause for a few seconds, inhale, return to the starting position slowly and repeat.

","Do not lock out your elbows at the top.2 Do not rest the bar on your shoulders.3 Keep your knees slightly bent throughout the movement.4 Keep a straight back and braced core during the exercise.

"
深蹲-史密斯架,史密斯架,"腿部：股四頭肌, 腿部：臀肌",Stand under the machine with feet shoulder width apart. Hold the bar on the back of your shoulders with hands slightly wider than shoulder width apart and palms facing torward.,"1 Inhale and squat down until your thighs are parallel to the floor.
2 Hold for a few seconds to feel the contraction.
3 Exhale, drive through the heels and midfoot to the starting position slowly and repeat.","1 Keep the tiptoes in the same direction as your knees.
2 Do not let your knees go over your toes.
3 Do not lock out your knees at the top.
4 Keep your glutes, quadriceps and hamstrings engaged.
5 Make a vertical movement with the bar, do not tilt the arms."
聳肩-史密斯架,史密斯架,背部：斜方肌,"Stand in the machine, facing forward. Hold the bar in front of your thighs in a close overhand grip with arms extended.","1 Exhale and and shrug your shoulders as high as possible with straight arms.
2 Hold for a few seconds at the top position.
3 Inhale and lower to the starting position and repeat.","1 Place your hands closer or wider to better exercise different muscles.
2 Keep a straight back and braced core during the exercise."
腿部推蹲-史密斯架,史密斯架,"腿部：股四頭肌, 腿部：腿後肌群, 腿部：臀肌",Lie under the machine with knees bent towards your chest. Position your midfoot against the bar with feet shoulder width apart.,"1 Press the bar up until your legs are almost fully extended.
2 Pause for a few seconds, then bend the knees to the starting position and repeat.","1 Keep your hips steady during the exercise.
2 Do not lock out your knees at the top.
3
Keep a straight back and braced core during the exercise."
臀推-史密斯架,"史密斯架, 平板椅","腿部：腿後肌群, 腿部：臀肌",Sit with your back against the bench and feet fat on the floor. Lift your hips slightly off the floor and hold the barbell in an overhand grip on the crease of your hips.,"1 Push your hips upwards and raise the bar until your thighs are parallel to the floor.
2
Squeeze your glutes and hold for a few seconds at the top position.
Slowly lower the bar to the starting position and repeat.","1
Do not allow your knees fall inward or outward.
2 Do not contact your glutes with the floor during the exercise.
3 Keep a straight back and braced core during the exercise."
踏板上站姿提踵-史密斯架,"史密斯架, 踏板",腿部：小腿肌,"Stand under the machine and hold the barbell on your shoulders with palms facing forward.
Place the toes and the balls of your feet shoulder width apart onto a platform.","1
Elevate your heels slowly as high as possible.
2
Pause at the top for a few seconds, return to the starting position slowly and repeat","1 Keep your head, spine and neck in line.
2 Keep a straight back and braced core during the exercise."
臥姿提髖-史密斯架,史密斯架,"腹部, 腿部：股四頭肌",Lie under the machine with your legs straight hip-width apart and perpendicular to your body. Position your midfoot against the bar with knees slightly bent.,"1 Exhale and squeeze your abs to lift your hips off the floor as much as possible.
2 Pause at the top for a few seconds, inhale and return to the starting position slowly and repeat.","1 Keep your arms extended on the floor to secure your upper trunk.
2 Keep a braced core during the exercise."
蛙式髖關節伸展-史密斯架,"史密斯架, 平板椅","背部：下背部, 腿部：腿後肌群, 腿部：臀肌",Lie your upper body on the bench and hold it with both hands for stability. Position the midfoot shoulder width apart under and against the bar with knees bent.,"Exhale and squeeze your glutes to press the bar up.
2 Hold for a few seconds at the top position.
3
Inhale and lower the bar to the starting
position slowly and repeat.",Keep a tucked chin and straight back with braced core during the exercise.
下斜板凳臥推-史密斯架,"下斜板凳, 史密斯架","手臂：肱三頭肌, 肩膀, 胸部",Lie on the bench under the machine with feet secured under the footpads. Hold the barbell over your chest with elbows bent at 90 degrees and palms facing forward.,"1 Exhale and squeeze your chest to push the bar up to extend your arms straight.
2
Inhale and slowly lower your bar to the starting position and repeat.","1 Do not lock out your elbows at the top.
2 Keep a straight back and braced core during the exercise."
相撲深蹲-史密斯架,史密斯架,"腿部：股四頭肌, 腿部：臀肌",Take a wide stance with toes pointed outward. Hold the barbell on the back of your shoulders with hands slightly wider than shoulder width and palms facing forward.,"Inhale and squat down until your thighs are parallel to the floor.
2 Hold for a few seconds to feel the contraction.
3
Exhale, drive through the heels and midfoot to the starting position slowly and repeat.","Keep the tiptoes in the same direction as your knees.
2 Do not let your knees go over your toes.
3 Do not lock out your knees at the top.
4 Keep your glutes, quadriceps and hamstrings engaged."
硬舉-史密斯架,史密斯架,"背部：下背部, 腿部：股四頭肌, 腿部：腿後肌群, 腿部：臀肌",Stand with feet shoulder width apart. Bend over to hold the bar in an overhand grip with hands shoulder width apart and arms extendea.,"Exhale and squeeze your glutes and tighten
your lats to lift the bar until standing up straight.
2
Rotate your shoulders back until feeling slightly stretched.
3 Pause for a few seconds, inhale and return to the starting position slowly and repeat.","1 Position your hips between the level of shoulders and knees at the starting position.
2 Move the bar vertically.
3 Brace the abs to support your straight back throughout the movement.
4 Do not pull upward using your arms or shoulders.
5 Do not thrust your hips forward at the top position."
坐姿上舉-史密斯架,"史密斯架, 平板椅",肩膀,Sit on a bench with feet on the floor. Hold the barbell in front of your shoulders with hands slightly wider than shoulder width apart and palms facing forward.,"1 Exhale and squeeze your shoulders to lift the bar vertically until your arms are straight overhead.
2 Pause for a few seconds, inhale, return to the starting position slowly and repeat.","1 Do not lock out your elbows at the top.
2 Do not rest the barbell on your shoulders.
3
Keep a straight back and braced core during the exercise."
直立划船-史密斯架,史密斯架,"肩膀, 背部：斜方肌",Stand under the machine with feet shoulder width apart. Hold the barbell in an overhand grip at shoulder width in front of your hips with arms extended.,"1 Raise your elbows up and out to the sides until the bar is at your chin level.
2
Contract your shoulders and hold for a few seconds.
Lower the bar to the starting position slowly and repeat.","1 Keep your elbows higher than your forearms during the exercise.
2 Keep the bar close to your body.
3 Keep a straight back during the exercise."
直腿硬舉-史密斯架,史密斯架,"背部：下背部, 腿部：腿後肌群, 腿部：臀肌","Stand with feet shoulder width apart. Bend at the waist with your back and legs straight.
Hold the bar in an overhand grip.","1 Exhale and squeeze your glutes and tighten your lats to lift the bar until standing up straight.
2 Pause for a few seconds, inhale and return to the starting position slowly and repeat.","1 Move the bar vertically.
2 Brace the abs to support your straight back throughout the movement.
3 Keep your legs straight but do not lock your knees.
4 Do not pull upward using your arms or shoulders.
5 Do not thrust your hips forward at the top position."
站姿提踵-史密斯架,史密斯架,腿部：小腿肌,Stand under the machine with feet hip width apart. Unlock the bar and hold it with hands shoulder width apart and arms fully extended.," 1 Elevate your heels off the ground slowly and as high as possible.
2 Pause at the top for a few seconds, return to the starting position slowly and repeat.","1 Keep your head, spine and neck in line.
2 To increase difficulty, position weight plates on the ground.
3 Keep a straight back and braced core during the exercise."
側平舉-壺鈴,壺鈴,肩膀,Stand with feet shoulder width apart. Hold a kettlebell in each hand in a neutral grip next to your thighs.,"1 Exhale and squeeze your shoulders to raise your arms to the sides until they are parallel to the floor.
2
Pause for a few seconds, inhale and return to the starting position slowly and repeat.","1 Do not shrug your shoulders when raising arms up.
2 Keep your elbows slightly bent throughout the movement.
3 Keep a straight back and braced core during the exercise."
側弓箭步-壺鈴,壺鈴,"腿部：股四頭肌, 腿部：腿後肌群, 腿部：臀肌",Stand with feet shoulder width apart. Hold kettlebells in both hands in front of your chest.,"Inhale and step one leg to the side and bend at the knee until the thigh is parallel with the floor.
2 Keep the opposite leg in place and straight.
3 Exhale and return to the starting position.
4
Switch to the other side and repeat the same repetitions.","1 Do not let your knee go over your toes.
2 To avoid damage to knees, control your body movement while lowering.
3 Keep a braced core during the exercise."
單手俯身划船-壺鈴,壺鈴,"手臂：肱二頭肌, 肩膀, 背部：斜方肌, 背部：背部",Hold the kettlebell with one hand in a neutral grip with arm extended. Position the opposite leg forward and bend the knee slightly to lean your torso forward.,"1 Squeeze your lats and bend the elbow to pull the kettlebell toward your rib cage.
2
Pause at the top for a few seconds, return to the starting position and switch to the other side and repeat the same repetitions.","1 Keep your knees slightly bent throughout the movement.
2 Keep a straight back and braced core during the exercise."
